,Fp1,TP9,Fp2,AF7,AFz,F6,AF8,AF4
Fp1,0.5263157894736842,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Fp2,0.44773519163763065,0.0,0.5522648083623694,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.41139240506329117,0.0,0.0,0.0,0.0,0.5886075949367089,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
