,Fp1,TP10,T8,FT10,F8,Fp2,AF7,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.5185185185185185,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.18309859154929578,0.0,0.0,0.8169014084507042,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
