,CP1,O1,P8,Cz,F8,Fp2,AF7,PO4
CP1,0.5546218487394958,0.0,0.0,0.16806722689075632,0.06302521008403361,0.0,0.0,0.21428571428571427
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.5060240963855421,0.0,0.0,0.4939759036144578,0.0,0.0,0.0,0.0
F8,0.3409090909090909,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.3409090909090909
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.4396551724137931,0.0,0.0,0.0,0.12931034482758622,0.0,0.0,0.43103448275862066
