,CP1,O1,P8,Cz,F8,Fp2,AF7,PO4
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.49206349206349204,0.5079365079365079,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.34444444444444444,0.6555555555555556,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
