,CP1,O1,P8,Cz,F8,Fp2,AF7,PO4
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.09195402298850575,0.0,0.0,0.9080459770114943,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
