,Fp1,T7,F8,Fp2,AF7,FT7,AF8,AF4
Fp1,0.36283185840707965,0.168141592920354,0.0,0.22123893805309736,0.24778761061946902,0.0,0.0,0.0
T7,0.25675675675675674,0.24324324324324326,0.0,0.25675675675675674,0.24324324324324326,0.0,0.0,0.0
F8,0.0,0.0,0.8611111111111112,0.0,0.0,0.0,0.1388888888888889,0.0
Fp2,0.28735632183908044,0.21839080459770116,0.0,0.27586206896551724,0.21839080459770116,0.0,0.0,0.0
AF7,0.3,0.19,0.0,0.21,0.3,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
