,bankssts-rh,inferiortemporal-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.7444444444444445,0.1388888888888889,0.0,0.0,0.0,0.09444444444444444,0.0,0.022222222222222223
inferiortemporal-lh,0.1043956043956044,0.5054945054945055,0.07142857142857142,0.08791208791208792,0.0,0.06593406593406594,0.16483516483516483,0.0
isthmuscingulate-rh,0.022556390977443608,0.08270676691729323,0.6541353383458647,0.0,0.0,0.09774436090225563,0.14285714285714285,0.0
parahippocampal-lh,0.0,0.07228915662650602,0.0,0.7590361445783133,0.0,0.0,0.1686746987951807,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-rh,0.085,0.05,0.05,0.0,0.005,0.755,0.0,0.055
temporalpole-lh,0.0,0.14210526315789473,0.11052631578947368,0.15263157894736842,0.0,0.0,0.5947368421052631,0.0
temporalpole-rh,0.014925373134328358,0.0,0.0,0.0,0.0,0.06716417910447761,0.0,0.917910447761194
