,caudalmiddlefrontal-lh,inferiortemporal-rh,parahippocampal-lh,parahippocampal-rh,supramarginal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
caudalmiddlefrontal-lh,0.745,0.0,0.01,0.08,0.0,0.035,0.0,0.13
inferiortemporal-rh,0.0,0.6708074534161491,0.0,0.018633540372670808,0.2484472049689441,0.018633540372670808,0.0,0.043478260869565216
parahippocampal-lh,0.03225806451612903,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.09523809523809523,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0
supramarginal-lh,0.0,0.2709677419354839,0.0,0.0,0.7290322580645161,0.0,0.0,0.0
temporalpole-lh,0.047872340425531915,0.005319148936170213,0.005319148936170213,0.0,0.0,0.8031914893617021,0.11702127659574468,0.02127659574468085
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.09424083769633508,0.7120418848167539,0.193717277486911
transversetemporal-rh,0.10833333333333334,0.029166666666666667,0.0,0.0,0.0,0.025,0.175,0.6625
