,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-rh,inferiorparietal-lh,insula-lh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
bankssts-lh,0.1388888888888889,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.1111111111111111
caudalanteriorcingulate-lh,0.13953488372093023,0.13953488372093023,0.09302325581395349,0.13953488372093023,0.11627906976744186,0.11627906976744186,0.13953488372093023,0.11627906976744186
frontalpole-rh,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555
inferiorparietal-lh,0.12244897959183673,0.14285714285714285,0.08163265306122448,0.14285714285714285,0.12244897959183673,0.12244897959183673,0.14285714285714285,0.12244897959183673
insula-lh,0.125,0.14583333333333334,0.0625,0.14583333333333334,0.125,0.125,0.14583333333333334,0.125
lateralorbitofrontal-lh,0.125,0.14583333333333334,0.0625,0.14583333333333334,0.125,0.125,0.14583333333333334,0.125
rostralanteriorcingulate-lh,0.13953488372093023,0.13953488372093023,0.09302325581395349,0.13953488372093023,0.11627906976744186,0.11627906976744186,0.13953488372093023,0.11627906976744186
rostralmiddlefrontal-lh,0.125,0.14583333333333334,0.0625,0.14583333333333334,0.125,0.125,0.14583333333333334,0.125
