,bankssts-rh,caudalmiddlefrontal-rh,fusiform-rh,inferiorparietal-rh,inferiortemporal-rh,isthmuscingulate-rh,lateraloccipital-rh,middletemporal-rh
bankssts-rh,0.3755020080321285,0.03614457831325301,0.14859437751004015,0.12650602409638553,0.002008032128514056,0.06626506024096386,0.13654618473895583,0.10843373493975904
caudalmiddlefrontal-rh,0.15037593984962405,0.7819548872180451,0.0,0.0,0.06766917293233082,0.0,0.0,0.0
fusiform-rh,0.06896551724137931,0.0,0.21182266009852216,0.19507389162561575,0.0,0.1497536945812808,0.20098522167487684,0.17339901477832512
inferiorparietal-rh,0.05519176800748363,0.0,0.18521983161833488,0.21234798877455566,0.0,0.17305893358278765,0.19176800748362957,0.1824134705332086
inferiortemporal-rh,0.023076923076923078,0.08461538461538462,0.0,0.0,0.8923076923076924,0.0,0.0,0.0
isthmuscingulate-rh,0.031487513572204126,0.0,0.16503800217155265,0.2008686210640608,0.0,0.2280130293159609,0.1791530944625407,0.19543973941368079
lateraloccipital-rh,0.06153846153846154,0.0,0.19615384615384615,0.1971153846153846,0.0,0.15865384615384615,0.2048076923076923,0.18173076923076922
middletemporal-rh,0.05055611729019211,0.0,0.17795753286147623,0.19211324570273003,0.0,0.18402426693629928,0.1911021233569262,0.20424671385237614
