,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.17670286278381048,0.12833168805528133,0.0,0.14116485686080948,0.1648568608094768,0.140177690029615,0.14116485686080948,0.10760118460019744
frontalpole-rh,0.12648945921173235,0.18331805682859761,0.016498625114573784,0.10999083409715857,0.15857011915673694,0.18698441796516957,0.08890925756186985,0.12923923006416133
lateraloccipital-lh,0.002967359050445104,0.0712166172106825,0.712166172106825,0.09792284866468842,0.01483679525222552,0.06824925816023739,0.0,0.032640949554896145
lateralorbitofrontal-rh,0.14676113360323886,0.11538461538461539,0.02834008097165992,0.21761133603238866,0.14271255060728744,0.12348178137651822,0.14271255060728744,0.08299595141700405
medialorbitofrontal-lh,0.14583333333333334,0.14322916666666666,0.001736111111111111,0.12413194444444445,0.20052083333333334,0.15364583333333334,0.1189236111111111,0.11197916666666667
medialorbitofrontal-rh,0.13146362839614373,0.17353198948290974,0.014899211218229623,0.11130587204206836,0.16213847502191062,0.18404907975460122,0.09553023663453111,0.1270815074496056
parsorbitalis-rh,0.1535796766743649,0.10277136258660508,0.0,0.151270207852194,0.15011547344110854,0.11662817551963048,0.24249422632794457,0.08314087759815242
rostralanteriorcingulate-rh,0.12914285714285714,0.15657142857142858,0.012571428571428572,0.09828571428571428,0.15428571428571428,0.16342857142857142,0.08914285714285715,0.19657142857142856
