,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-rh,inferiortemporal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.8857142857142857,0.0,0.0,0.11428571428571428,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.25,0.19444444444444445,0.0
inferiortemporal-lh,0.0,0.0,0.0,0.5686274509803921,0.3627450980392157,0.0,0.0,0.06862745098039216
parahippocampal-lh,0.0,0.072992700729927,0.08759124087591241,0.24087591240875914,0.43795620437956206,0.072992700729927,0.08759124087591241,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.32926829268292684,0.0,0.14634146341463414,0.3170731707317073,0.2073170731707317,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.22093023255813954,0.0,0.13953488372093023,0.1744186046511628,0.46511627906976744,0.0
temporalpole-lh,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.85
