,Fp1,FT9,P8,T8,F4,F8,Fp2,AF7
Fp1,0.5064935064935064,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.06493506493506493
FT9,0.0,0.496,0.0,0.0,0.504,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.488,0.0,0.0,0.512,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.4788732394366197,0.0,0.0,0.0,0.0,0.0,0.4507042253521127,0.07042253521126761
AF7,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.29411764705882354
