,caudalmiddlefrontal-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.15234375,0.125,0.13671875,0.08203125,0.12890625,0.109375,0.140625,0.125
parstriangularis-rh,0.12554112554112554,0.14285714285714285,0.11688311688311688,0.10822510822510822,0.15151515151515152,0.11255411255411256,0.11255411255411256,0.12987012987012986
precentral-lh,0.148,0.12,0.14,0.084,0.124,0.116,0.14,0.128
rostralmiddlefrontal-lh,0.10752688172043011,0.12903225806451613,0.10752688172043011,0.1881720430107527,0.13978494623655913,0.10752688172043011,0.10752688172043011,0.11290322580645161
rostralmiddlefrontal-rh,0.12448132780082988,0.13692946058091288,0.11618257261410789,0.11203319502074689,0.15767634854771784,0.11203319502074689,0.11203319502074689,0.12863070539419086
superiorfrontal-lh,0.1276595744680851,0.12340425531914893,0.13191489361702127,0.08936170212765958,0.1276595744680851,0.13617021276595745,0.13191489361702127,0.13191489361702127
superiortemporal-lh,0.14682539682539683,0.11507936507936507,0.14682539682539683,0.08333333333333333,0.11904761904761904,0.11904761904761904,0.14682539682539683,0.12301587301587301
superiortemporal-rh,0.13191489361702127,0.13617021276595745,0.12340425531914893,0.09361702127659574,0.14042553191489363,0.11914893617021277,0.11914893617021277,0.13617021276595745
