,caudalmiddlefrontal-lh,inferiorparietal-rh,precentral-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.15359477124183007,0.1503267973856209,0.1503267973856209,0.14052287581699346,0.08496732026143791,0.08496732026143791,0.11437908496732026,0.12091503267973856
inferiorparietal-rh,0.14803625377643503,0.1540785498489426,0.1540785498489426,0.14501510574018128,0.08459214501510574,0.08459214501510574,0.11178247734138973,0.11782477341389729
precentral-lh,0.14803625377643503,0.1540785498489426,0.1540785498489426,0.14501510574018128,0.08459214501510574,0.08459214501510574,0.11178247734138973,0.11782477341389729
rostralmiddlefrontal-rh,0.14461538461538462,0.15692307692307692,0.15692307692307692,0.16,0.08307692307692308,0.08307692307692308,0.10461538461538461,0.11076923076923077
superiorfrontal-lh,0.12669683257918551,0.12217194570135746,0.12217194570135746,0.11764705882352941,0.14479638009049775,0.12217194570135746,0.11764705882352941,0.12669683257918551
superiorparietal-lh,0.12962962962962962,0.125,0.125,0.12037037037037036,0.125,0.125,0.12037037037037036,0.12962962962962962
superiortemporal-lh,0.1349206349206349,0.1349206349206349,0.1349206349206349,0.11904761904761904,0.09523809523809523,0.09523809523809523,0.14682539682539683,0.1388888888888889
superiortemporal-rh,0.13553113553113552,0.13553113553113552,0.13553113553113552,0.12087912087912088,0.0989010989010989,0.0989010989010989,0.13553113553113552,0.1391941391941392
