,caudalmiddlefrontal-lh,inferiorparietal-rh,precentral-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1297709923664122,0.12213740458015267,0.12213740458015267,0.11450381679389313,0.1297709923664122,0.1297709923664122,0.12213740458015267,0.1297709923664122
inferiorparietal-rh,0.12413793103448276,0.12413793103448276,0.12413793103448276,0.11724137931034483,0.1310344827586207,0.1310344827586207,0.11724137931034483,0.1310344827586207
precentral-lh,0.12413793103448276,0.12413793103448276,0.12413793103448276,0.11724137931034483,0.1310344827586207,0.1310344827586207,0.11724137931034483,0.1310344827586207
rostralmiddlefrontal-rh,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.125,0.125,0.125,0.11805555555555555,0.125
superiorfrontal-lh,0.12949640287769784,0.1223021582733813,0.1223021582733813,0.11510791366906475,0.12949640287769784,0.12949640287769784,0.1223021582733813,0.12949640287769784
superiorparietal-lh,0.12949640287769784,0.1223021582733813,0.1223021582733813,0.11510791366906475,0.12949640287769784,0.12949640287769784,0.1223021582733813,0.12949640287769784
superiortemporal-lh,0.1297709923664122,0.12213740458015267,0.12213740458015267,0.11450381679389313,0.1297709923664122,0.1297709923664122,0.12213740458015267,0.1297709923664122
superiortemporal-rh,0.12949640287769784,0.1223021582733813,0.1223021582733813,0.11510791366906475,0.12949640287769784,0.12949640287769784,0.1223021582733813,0.12949640287769784
