,F7,FT9,F4,AF7,AF3,CPz,AF8,F2
F7,0.33962264150943394,0.07547169811320754,0.0,0.2830188679245283,0.0,0.0,0.0,0.3018867924528302
FT9,0.25806451612903225,0.22580645161290322,0.0,0.25806451612903225,0.0,0.0,0.0,0.25806451612903225
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.32,0.08,0.0,0.31,0.0,0.0,0.0,0.29
AF3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.32653061224489793,0.08163265306122448,0.0,0.2755102040816326,0.0,0.0,0.0,0.3163265306122449
