subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S36,Sess02,MOTOR_EXECUTION-LEFT,0.9678406084656085,1.0000000000000007,0.9166543249244141,1.0112184075018897,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,MOTOR_EXECUTION-RIGHT,0.9772754168616,1.0,0.890973405086136,1.083929394652505,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,MOTOR_IMAGERY-LEFT,0.9774349455801069,1.0000000000000007,0.9091244157574803,1.0446346514894902,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,MOTOR_IMAGERY-RIGHT,0.9511464623578025,1.0000000000000009,0.8839020992651981,1.014007964758609,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,MOTOR_EXECUTION,0.9725580126636042,1.0000000000000004,0.903813865005275,1.0475739010771974,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,MOTOR_IMAGERY,0.9642907039689548,1.0000000000000009,0.8965132575113393,1.0293213081240498,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,LEFT,0.9726377770228577,1.0000000000000007,0.9128893703409472,1.0279265294956899,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,RIGHT,0.9642109396097013,1.0000000000000004,0.8874377521756671,1.048968679705557,bootstrap,critical,hrfwin_slow_hrf
S36,Sess02,LEFT_vs_RIGHT,0.008426837413156418,0.0,-0.13607930936460988,0.14048877732002274,bootstrap,delta,hrfwin_slow_hrf
S36,Sess02,IMAGERY_vs_EXECUTION,-0.008267308694649422,0.0,-0.15106064356585813,0.1255074431187747,bootstrap,delta,hrfwin_slow_hrf
S36,Sess02,ME_LEFT_vs_ME_RIGHT,-0.009434808395991534,0.0,-0.16727506972809092,0.12024500241575375,bootstrap,delta,hrfwin_slow_hrf
S36,Sess02,MI_LEFT_vs_MI_RIGHT,0.02628848322230437,0.0,-0.10488354900112884,0.16073255222429206,bootstrap,delta,hrfwin_slow_hrf
