,fusiform-rh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,pericalcarine-rh,precuneus-rh,superiorparietal-rh
fusiform-rh,0.36416184971098264,0.15028901734104047,0.15028901734104047,0.0,0.057803468208092484,0.23121387283236994,0.046242774566473986,0.0
inferiorparietal-rh,0.13333333333333333,0.20512820512820512,0.21025641025641026,0.05641025641025641,0.015384615384615385,0.18461538461538463,0.11794871794871795,0.07692307692307693
isthmuscingulate-rh,0.11255411255411256,0.18181818181818182,0.22510822510822512,0.07792207792207792,0.021645021645021644,0.15584415584415584,0.12987012987012986,0.09523809523809523
lateraloccipital-rh,0.014705882352941176,0.11029411764705882,0.16176470588235295,0.19117647058823528,0.03676470588235294,0.08088235294117647,0.20588235294117646,0.19852941176470587
lingual-rh,0.19718309859154928,0.09859154929577464,0.09859154929577464,0.07042253521126761,0.2676056338028169,0.1267605633802817,0.07042253521126761,0.07042253521126761
pericalcarine-rh,0.2087378640776699,0.17475728155339806,0.17475728155339806,0.03398058252427184,0.024271844660194174,0.23786407766990292,0.09223300970873786,0.05339805825242718
precuneus-rh,0.06521739130434782,0.1358695652173913,0.16847826086956522,0.13043478260869565,0.02717391304347826,0.125,0.1956521739130435,0.15217391304347827
superiorparietal-rh,0.024539877300613498,0.1165644171779141,0.15950920245398773,0.17177914110429449,0.03067484662576687,0.09202453987730061,0.19631901840490798,0.2085889570552147
