,Fp1,F3,Pz,P4,CP2,AF3,AFz,P2
Fp1,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
F3,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
Pz,0.0,0.0,0.255663430420712,0.255663430420712,0.255663430420712,0.23300970873786409,0.0,0.0
P4,0.0,0.0,0.255663430420712,0.255663430420712,0.255663430420712,0.23300970873786409,0.0,0.0
CP2,0.0,0.0,0.255663430420712,0.255663430420712,0.255663430420712,0.23300970873786409,0.0,0.0
AF3,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0
AFz,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
P2,0.08928571428571429,0.08928571428571429,0.0,0.0,0.0,0.0,0.08928571428571429,0.7321428571428571
