,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.5540540540540541,0.0,0.0,0.0,0.20945945945945946,0.0,0.23648648648648649,0.0
frontalpole-rh,0.0,0.32978723404255317,0.3404255319148936,0.0,0.0,0.32978723404255317,0.0,0.0
medialorbitofrontal-rh,0.0,0.19047619047619047,0.5059523809523809,0.0,0.0,0.30357142857142855,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.2980769230769231,0.0,0.0,0.0,0.7019230769230769,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.2230769230769231,0.36923076923076925,0.0,0.0,0.4076923076923077,0.0,0.0
temporalpole-lh,0.4157303370786517,0.0,0.0,0.0,0.0,0.0,0.5842696629213483,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
