,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,paracentral-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-rh,0.19853539462978032,0.1594792514239219,0.04149715215622457,0.1887713588283157,0.10414971521562245,0.14076484947111473,0.0,0.16680227827502034
frontalpole-lh,0.14488188976377953,0.2015748031496063,0.07244094488188976,0.14330708661417324,0.15196850393700786,0.17165354330708663,0.0,0.1141732283464567
frontalpole-rh,0.06707317073170732,0.12804878048780488,0.35823170731707316,0.06402439024390244,0.20426829268292682,0.13719512195121952,0.001524390243902439,0.039634146341463415
paracentral-rh,0.19190283400809716,0.15708502024291499,0.038866396761133605,0.2040485829959514,0.09959514170040486,0.13441295546558704,0.0,0.17408906882591094
rostralanteriorcingulate-lh,0.10976744186046512,0.1702325581395349,0.13581395348837208,0.10325581395348837,0.24093023255813953,0.16186046511627908,0.0,0.07813953488372093
rostralmiddlefrontal-lh,0.1394354148845167,0.18306244653550044,0.08383233532934131,0.13344739093242086,0.15397775876817793,0.1958939264328486,0.0,0.11035072711719418
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
superiorparietal-lh,0.19514388489208634,0.14118705035971224,0.02697841726618705,0.20413669064748202,0.08453237410071943,0.125,0.0,0.22302158273381295
