,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.6915887850467289,0.0,0.0,0.0,0.0,0.308411214953271,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.45614035087719296,0.2631578947368421,0.2807017543859649,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.16455696202531644,0.46835443037974683,0.3670886075949367,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.18666666666666668,0.41333333333333333,0.4,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.21830985915492956,0.0,0.0,0.0,0.0,0.5563380281690141,0.22535211267605634
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.37662337662337664,0.6233766233766234
