,bankssts-rh,cuneus-rh,frontalpole-lh,lateraloccipital-rh,paracentral-lh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-rh
bankssts-rh,0.8260869565217391,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.5769230769230769,0.0,0.0,0.15384615384615385,0.0,0.11538461538461539,0.15384615384615385
frontalpole-lh,0.1875,0.0,0.8125,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.09523809523809523,0.0,0.0,0.3333333333333333,0.0,0.2619047619047619,0.30952380952380953
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.02857142857142857,0.0,0.0,0.2571428571428571,0.0,0.37142857142857144,0.34285714285714286
rostralmiddlefrontal-rh,0.0,0.07142857142857142,0.0,0.0,0.2619047619047619,0.0,0.3333333333333333,0.3333333333333333
