,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
entorhinal-lh,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.32967032967032966,0.0,0.23076923076923078,0.18681318681318682,0.25274725274725274
insula-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.2987012987012987,0.0,0.2857142857142857,0.23376623376623376,0.18181818181818182
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.16666666666666666,0.0,0.17543859649122806,0.41228070175438597,0.24561403508771928
rostralanteriorcingulate-rh,0.13286713286713286,0.0,0.0,0.14685314685314685,0.0,0.08391608391608392,0.16783216783216784,0.46853146853146854
