,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parsopercularis-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.5138888888888888,0.0,0.2222222222222222,0.19444444444444445,0.0,0.06944444444444445,0.0,0.0
caudalanteriorcingulate-rh,0.0,0.6710526315789473,0.0,0.23684210526315788,0.0,0.09210526315789473,0.0,0.0
caudalmiddlefrontal-rh,0.16,0.0,0.62,0.22,0.0,0.0,0.0,0.0
frontalpole-rh,0.11678832116788321,0.16058394160583941,0.16058394160583941,0.5620437956204379,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.6842105263157895,0.17543859649122806,0.0,0.14035087719298245
lateralorbitofrontal-lh,0.03571428571428571,0.05952380952380952,0.0,0.0,0.14285714285714285,0.7619047619047619,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.14634146341463414,0.0,0.0,0.8536585365853658
