,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
caudalanteriorcingulate-rh,0.4967462039045553,0.04772234273318872,0.0,0.0,0.1019522776572668,0.1193058568329718,0.23427331887201736,0.0
frontalpole-lh,0.07719298245614035,0.4,0.13333333333333333,0.0,0.0,0.15789473684210525,0.23157894736842105,0.0
frontalpole-rh,0.0,0.13709677419354838,0.6008064516129032,0.0,0.0,0.1532258064516129,0.10887096774193548,0.0
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.13687150837988826,0.0,0.0,0.0,0.6005586592178771,0.0670391061452514,0.19553072625698323,0.0
rostralanteriorcingulate-lh,0.1345646437994723,0.11081794195250659,0.10554089709762533,0.0,0.05804749340369393,0.5382585751978892,0.052770448548812667,0.0
rostralanteriorcingulate-rh,0.216,0.132,0.062,0.0,0.132,0.04,0.418,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
