,entorhinal-lh,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-rh,transversetemporal-rh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.96,0.0,0.0,0.0,0.0,0.04,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.5821428571428572,0.10357142857142858,0.25357142857142856,0.0,0.060714285714285714
lateralorbitofrontal-lh,0.0,0.0,0.0,0.12177121771217712,0.6273062730627307,0.12177121771217712,0.0,0.12915129151291513
lateralorbitofrontal-rh,0.0,0.0,0.0,0.24193548387096775,0.0935483870967742,0.6,0.0,0.06451612903225806
rostralanteriorcingulate-rh,0.0,0.05426356589147287,0.0,0.0,0.0,0.0,0.9457364341085271,0.0
transversetemporal-rh,0.0,0.0,0.0,0.09743589743589744,0.18974358974358974,0.12307692307692308,0.0,0.5897435897435898
