,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-rh,parstriangularis-rh,posteriorcingulate-rh,temporalpole-lh
caudalmiddlefrontal-rh,0.8378378378378378,0.0,0.0,0.04504504504504504,0.0,0.0,0.11711711711711711,0.0
frontalpole-lh,0.0,0.43548387096774194,0.22043010752688172,0.11290322580645161,0.1774193548387097,0.053763440860215055,0.0,0.0
frontalpole-rh,0.0,0.215,0.535,0.105,0.08,0.065,0.0,0.0
isthmuscingulate-rh,0.006289308176100629,0.18238993710691823,0.15723270440251572,0.5157232704402516,0.10062893081761007,0.03773584905660377,0.0,0.0
paracentral-rh,0.0,0.22151898734177214,0.08860759493670886,0.08227848101265822,0.5126582278481012,0.0949367088607595,0.0,0.0
parstriangularis-rh,0.0,0.09302325581395349,0.09883720930232558,0.08139534883720931,0.12209302325581395,0.5523255813953488,0.05232558139534884,0.0
posteriorcingulate-rh,0.112,0.0,0.0,0.0,0.0,0.104,0.784,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
