,cuneus-rh,entorhinal-lh,frontalpole-rh,medialorbitofrontal-lh,parsopercularis-lh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
cuneus-rh,0.6612903225806451,0.0,0.0,0.0,0.0,0.3387096774193548,0.0,0.0
entorhinal-lh,0.0,0.5612903225806452,0.2064516129032258,0.21935483870967742,0.0,0.0,0.012903225806451613,0.0
frontalpole-rh,0.0,0.22764227642276422,0.5447154471544715,0.10569105691056911,0.0,0.0,0.12195121951219512,0.0
medialorbitofrontal-lh,0.0,0.23636363636363636,0.15454545454545454,0.5,0.0,0.0,0.08181818181818182,0.02727272727272727
parsopercularis-lh,0.0,0.0,0.0,0.0,0.8360655737704918,0.0,0.16393442622950818,0.0
pericalcarine-rh,0.3858267716535433,0.0,0.0,0.0,0.0,0.6141732283464567,0.0,0.0
temporalpole-lh,0.0,0.0,0.0851063829787234,0.03546099290780142,0.1773049645390071,0.0,0.7021276595744681,0.0
temporalpole-rh,0.009345794392523364,0.0,0.0,0.04672897196261682,0.0,0.0,0.0,0.9439252336448598
