,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,paracentral-rh,parsorbitalis-rh,parstriangularis-rh,transversetemporal-rh
bankssts-rh,0.975609756097561,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.5204081632653061,0.25510204081632654,0.061224489795918366,0.0,0.030612244897959183,0.1326530612244898,0.0
caudalanteriorcingulate-rh,0.0,0.3181818181818182,0.4659090909090909,0.045454545454545456,0.0,0.045454545454545456,0.125,0.0
frontalpole-lh,0.0,0.025,0.0,0.4625,0.0,0.2375,0.275,0.0
paracentral-rh,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.11764705882352941
parsorbitalis-rh,0.0,0.0,0.1111111111111111,0.23809523809523808,0.0,0.5238095238095238,0.12698412698412698,0.0
parstriangularis-rh,0.0,0.10465116279069768,0.08139534883720931,0.32558139534883723,0.0,0.13953488372093023,0.3488372093023256,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.7872340425531915
