,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,paracentral-lh,paracentral-rh,parahippocampal-lh,parstriangularis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.6923076923076923,0.2087912087912088,0.0,0.0,0.0,0.0989010989010989,0.0,0.0
frontalpole-rh,0.13829787234042554,0.48936170212765956,0.13829787234042554,0.0,0.0,0.05319148936170213,0.031914893617021274,0.14893617021276595
medialorbitofrontal-lh,0.0,0.13186813186813187,0.3956043956043956,0.0,0.0,0.0,0.2087912087912088,0.26373626373626374
paracentral-lh,0.0,0.0,0.0,0.5921052631578947,0.3157894736842105,0.09210526315789473,0.0,0.0
paracentral-rh,0.0,0.0,0.0,0.3384615384615385,0.47692307692307695,0.18461538461538463,0.0,0.0
parahippocampal-lh,0.09302325581395349,0.10465116279069768,0.0,0.05813953488372093,0.12790697674418605,0.6162790697674418,0.0,0.0
parstriangularis-rh,0.0,0.05813953488372093,0.22093023255813954,0.0,0.0,0.0,0.47674418604651164,0.2441860465116279
rostralanteriorcingulate-rh,0.0,0.11627906976744186,0.22093023255813954,0.0,0.0,0.0,0.20930232558139536,0.45348837209302323
