,caudalmiddlefrontal-lh,cuneus-lh,frontalpole-lh,fusiform-rh,inferiortemporal-rh,parahippocampal-rh,parsorbitalis-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.7752293577981652,0.03669724770642202,0.04128440366972477,0.0,0.0,0.0,0.05045871559633028,0.0963302752293578
cuneus-lh,0.061224489795918366,0.8979591836734694,0.04081632653061224,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0761904761904762,0.02857142857142857,0.7476190476190476,0.047619047619047616,0.0,0.01904761904761905,0.08095238095238096,0.0
fusiform-rh,0.0,0.0,0.0379746835443038,0.41139240506329117,0.20253164556962025,0.25,0.00949367088607595,0.08860759493670886
inferiortemporal-rh,0.0,0.0,0.007326007326007326,0.26373626373626374,0.3626373626373626,0.326007326007326,0.02197802197802198,0.018315018315018316
parahippocampal-rh,0.0,0.0,0.017857142857142856,0.24702380952380953,0.25297619047619047,0.44642857142857145,0.020833333333333332,0.01488095238095238
parsorbitalis-lh,0.03723404255319149,0.0,0.09042553191489362,0.026595744680851064,0.0425531914893617,0.047872340425531915,0.7553191489361702,0.0
supramarginal-rh,0.10674157303370786,0.0,0.0,0.1853932584269663,0.05056179775280899,0.0449438202247191,0.0,0.6123595505617978
