,bankssts-lh,bankssts-rh,caudalmiddlefrontal-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
bankssts-lh,0.6996587030716723,0.0,0.0,0.06143344709897611,0.17747440273037543,0.030716723549488054,0.030716723549488054,0.0
bankssts-rh,0.0,0.926829268292683,0.0,0.0,0.0,0.07317073170731707,0.0,0.0
caudalmiddlefrontal-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.04945054945054945,0.0,0.0,0.6346153846153846,0.0,0.3159340659340659,0.0,0.0
medialorbitofrontal-lh,0.30601092896174864,0.0,0.0,0.0,0.5573770491803278,0.0,0.11475409836065574,0.02185792349726776
parahippocampal-rh,0.034161490683229816,0.037267080745341616,0.0,0.38198757763975155,0.0,0.546583850931677,0.0,0.0
rostralanteriorcingulate-lh,0.06077348066298342,0.0,0.0,0.0,0.11602209944751381,0.0,0.8011049723756906,0.022099447513812154
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0297029702970297,0.0,0.0297029702970297,0.9405940594059405
