,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.8898678414096917,0.11013215859030837,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.11274509803921569,0.7990196078431373,0.08823529411764706,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0784313725490196,0.8901960784313725,0.0,0.03137254901960784,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.06
parahippocampal-rh,0.0,0.0,0.0273972602739726,0.0,0.8127853881278538,0.1598173515981735,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.15918367346938775,0.8408163265306122,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.8033898305084746,0.19661016949152543
transversetemporal-rh,0.0,0.0,0.0,0.06091370558375635,0.0,0.0,0.2639593908629442,0.6751269035532995
