,bankssts-lh,frontalpole-rh,fusiform-lh,fusiform-rh,inferiortemporal-rh,insula-lh,parahippocampal-lh,parahippocampal-rh
bankssts-lh,0.9795918367346939,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5,0.0,0.19444444444444445,0.09259259259259259,0.0,0.0,0.21296296296296297
fusiform-lh,0.0,0.0,0.48214285714285715,0.0,0.0,0.19642857142857142,0.32142857142857145,0.0
fusiform-rh,0.0,0.08296943231441048,0.0,0.34934497816593885,0.26200873362445415,0.0,0.0,0.3056768558951965
inferiortemporal-rh,0.0,0.041884816753926704,0.0,0.2931937172774869,0.42408376963350786,0.0,0.0,0.24083769633507854
insula-lh,0.0,0.0,0.44,0.0,0.0,0.4,0.16,0.0
parahippocampal-lh,0.0,0.0,0.24390243902439024,0.0,0.0,0.07317073170731707,0.6829268292682927,0.0
parahippocampal-rh,0.0,0.0963302752293578,0.0,0.3394495412844037,0.22935779816513763,0.0,0.0,0.3348623853211009
