,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2755905511811024,0.10236220472440945,0.07086614173228346,0.18110236220472442,0.08661417322834646,0.09448818897637795,0.12598425196850394,0.06299212598425197
caudalmiddlefrontal-rh,0.13978494623655913,0.22580645161290322,0.11827956989247312,0.10752688172043011,0.11827956989247312,0.13978494623655913,0.0967741935483871,0.053763440860215055
parstriangularis-rh,0.09523809523809523,0.08163265306122448,0.2789115646258503,0.1360544217687075,0.11564625850340136,0.16326530612244897,0.1292517006802721,0.0
postcentral-lh,0.15568862275449102,0.059880239520958084,0.10778443113772455,0.2215568862275449,0.1377245508982036,0.1497005988023952,0.16766467065868262,0.0
rostralmiddlefrontal-lh,0.09917355371900827,0.0743801652892562,0.12396694214876033,0.1652892561983471,0.21487603305785125,0.17355371900826447,0.1487603305785124,0.0
rostralmiddlefrontal-rh,0.1056338028169014,0.09154929577464789,0.14788732394366197,0.1619718309859155,0.1619718309859155,0.19014084507042253,0.14084507042253522,0.0
superiortemporal-rh,0.11538461538461539,0.0641025641025641,0.12179487179487179,0.21153846153846154,0.14102564102564102,0.16025641025641027,0.1858974358974359,0.0
supramarginal-lh,0.2222222222222222,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.6388888888888888
