,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.125,0.13392857142857142,0.13392857142857142,0.125,0.125,0.125,0.11607142857142858,0.11607142857142858
caudalmiddlefrontal-rh,0.06989247311827956,0.13440860215053763,0.10752688172043011,0.13978494623655913,0.13978494623655913,0.13978494623655913,0.13440860215053763,0.13440860215053763
precentral-rh,0.0875,0.1375,0.13125,0.13125,0.13125,0.13125,0.125,0.125
rostralmiddlefrontal-lh,0.06315789473684211,0.12631578947368421,0.1,0.1631578947368421,0.13157894736842105,0.14736842105263157,0.1368421052631579,0.13157894736842105
rostralmiddlefrontal-rh,0.06557377049180328,0.13114754098360656,0.10382513661202186,0.14207650273224043,0.1366120218579235,0.14207650273224043,0.14207650273224043,0.1366120218579235
superiortemporal-lh,0.06382978723404255,0.1276595744680851,0.10106382978723404,0.15425531914893617,0.13297872340425532,0.14893617021276595,0.13829787234042554,0.13297872340425532
superiortemporal-rh,0.062146892655367235,0.12994350282485875,0.1016949152542373,0.14689265536723164,0.13559322033898305,0.14689265536723164,0.14124293785310735,0.13559322033898305
supramarginal-rh,0.06285714285714286,0.13142857142857142,0.10285714285714286,0.14285714285714285,0.13714285714285715,0.14285714285714285,0.14285714285714285,0.13714285714285715
