,Fp1,Oz,P8,FT10,F8,Fp2,AF7,AFz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.6538461538461539,0.0,0.15384615384615385,0.0,0.0,0.19230769230769232,0.0
P8,0.0,0.0,0.3076923076923077,0.3076923076923077,0.25,0.0,0.0,0.1346153846153846
FT10,0.0,0.10714285714285714,0.25,0.35714285714285715,0.19642857142857142,0.0,0.0,0.08928571428571429
F8,0.0,0.0,0.2978723404255319,0.2765957446808511,0.2765957446808511,0.0,0.0,0.14893617021276595
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0
AFz,0.0,0.0,0.26666666666666666,0.23333333333333334,0.26666666666666666,0.0,0.0,0.23333333333333334
