,Fp1,Oz,P8,FT10,F8,Fp2,AF7,AFz
Fp1,0.20175438596491227,0.11403508771929824,0.21929824561403508,0.03508771929824561,0.0,0.21929824561403508,0.0,0.21052631578947367
Oz,0.13953488372093023,0.22093023255813954,0.1511627906976744,0.12790697674418605,0.06976744186046512,0.1511627906976744,0.0,0.13953488372093023
P8,0.19008264462809918,0.11570247933884298,0.21487603305785125,0.04132231404958678,0.0,0.2231404958677686,0.0,0.21487603305785125
FT10,0.04,0.18,0.06,0.34,0.28,0.06,0.0,0.04
F8,0.0,0.12121212121212122,0.0,0.36363636363636365,0.5151515151515151,0.0,0.0,0.0
Fp2,0.192,0.112,0.216,0.04,0.0,0.224,0.0,0.216
AF7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AFz,0.192,0.104,0.216,0.032,0.0,0.232,0.0,0.224
