,Fp1,Fz,P3,TP10,P1,PO3,PO8,AF8
Fp1,0.98705966930266,0.0,0.0,0.0,0.012940330697340043,0.0,0.0,0.0
Fz,0.0,0.7288888888888889,0.0,0.0,0.0,0.0,0.0,0.27111111111111114
P3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.8394941634241245,0.0,0.0,0.033073929961089495,0.12743190661478598
P1,0.04289544235924933,0.0,0.0,0.0,0.9571045576407506,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO8,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.9230769230769231,0.0
AF8,0.0,0.0357981220657277,0.0,0.07453051643192488,0.0,0.0,0.0,0.8896713615023474
