,Fp1,FT9,FT10,Fp2,P1,PO3,PO8,AF8
Fp1,0.40349765555696365,0.0,0.0,0.3577493346850843,0.0,0.0,0.0,0.2387530097579521
FT9,0.0,0.6917562724014337,0.2812241521918941,0.0,0.0,0.0,0.027019575406672183,0.0
FT10,0.0,0.20265714852270475,0.7229823517747372,0.0,0.0,0.0,0.074360499702558,0.0
Fp2,0.33045507584597433,0.0,0.0,0.4025670945157526,0.0,0.0,0.0,0.26697782963827305
P1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO8,0.0,0.058823529411764705,0.2398190045248869,0.0,0.0,0.0,0.7013574660633484,0.0
AF8,0.24535170979066442,0.0,0.0,0.29840072812378104,0.0,0.0,0.0,0.45624756208555456
