,Fp1,FT9,FT10,Fp2,P1,PO3,PO8,AF8
Fp1,0.376,0.0,0.0,0.384,0.0,0.0,0.0,0.24
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.1791044776119403,0.0,0.0,0.5111940298507462,0.0,0.0,0.0,0.30970149253731344
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.16243654822335024,0.0,0.0,0.4213197969543147,0.0,0.0,0.0,0.41624365482233505
