,frontalpole-lh,frontalpole-rh,parstriangularis-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,temporalpole-rh
frontalpole-lh,0.46466431095406363,0.02120141342756184,0.012367491166077738,0.10954063604240283,0.10247349823321555,0.12897526501766785,0.15547703180212014,0.00530035335689046
frontalpole-rh,0.015246636771300448,0.2717488789237668,0.16233183856502242,0.054708520179372194,0.15515695067264573,0.14170403587443947,0.014349775784753363,0.18475336322869956
parstriangularis-lh,0.0010683760683760685,0.21047008547008547,0.2777777777777778,0.10897435897435898,0.09829059829059829,0.08440170940170941,0.05128205128205128,0.16773504273504272
posteriorcingulate-rh,0.07381615598885793,0.11142061281337047,0.1671309192200557,0.34540389972144847,0.002785515320334262,0.0,0.24233983286908078,0.057103064066852366
rostralanteriorcingulate-lh,0.0738581146744412,0.14480077745383868,0.0728862973760933,0.0,0.2662779397473275,0.2730806608357629,0.006802721088435374,0.16229348882410108
rostralanteriorcingulate-rh,0.09393939393939393,0.13535353535353536,0.06262626262626263,0.00101010101010101,0.25757575757575757,0.2828282828282828,0.013131313131313131,0.15353535353535352
rostralmiddlefrontal-rh,0.12225705329153605,0.045454545454545456,0.10344827586206896,0.3103448275862069,0.004702194357366771,0.009404388714733543,0.3871473354231975,0.017241379310344827
temporalpole-rh,0.011305241521068859,0.197327852004111,0.1366906474820144,0.02877697841726619,0.19424460431654678,0.18088386433710174,0.0020554984583761563,0.24871531346351491
