,F7,TP9,F4,F8,Fp2,AF7,AF3,AF8
F7,0.25,0.0,0.375,0.0,0.0,0.0,0.375,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.125,0.0,0.625,0.0,0.0,0.0,0.25,0.0
F8,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.18181818181818182,0.0,0.45454545454545453,0.0,0.0,0.0,0.36363636363636365,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
