,Fp1,P4,TP10,CP6,T8,AF7,FT7,CP3
Fp1,0.6778523489932886,0.0,0.0,0.0,0.0,0.3221476510067114,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.48346055979643765,0.0,0.0,0.0,0.0,0.5165394402035624,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
