,Fp1,FT9,TP9,Oz,O2,F4,Fp2,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.5136363636363637,0.0,0.0,0.4863636363636364,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.4925544100801833,0.0,0.0,0.5074455899198167,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
