,Fp1,FT9,Oz,FT10,F4,Fp2,AF7,AF8
Fp1,0.3568281938325991,0.0,0.0,0.0,0.0,0.30837004405286345,0.33480176211453744,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.15282392026578073,0.0,0.0,0.0,0.0,0.5448504983388704,0.3023255813953488,0.0
AF7,0.21156558533145275,0.0,0.0,0.0,0.0,0.38787023977433005,0.4005641748942172,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
