,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-rh,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0
lateralorbitofrontal-rh,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.0,0.2857142857142857,0.0,0.0,0.0
medialorbitofrontal-rh,0.29411764705882354,0.17647058823529413,0.23529411764705882,0.0,0.29411764705882354,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.17857142857142858,0.10714285714285714,0.14285714285714285,0.0,0.4642857142857143,0.0,0.0,0.10714285714285714
parstriangularis-rh,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091
