,caudalanteriorcingulate-rh,entorhinal-rh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-rh,0.26666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.23333333333333334,0.0,0.0
entorhinal-rh,0.11538461538461539,0.34615384615384615,0.358974358974359,0.0,0.0,0.15384615384615385,0.02564102564102564,0.0
frontalpole-lh,0.08771929824561403,0.20175438596491227,0.41228070175438597,0.02631578947368421,0.03508771929824561,0.21929824561403508,0.008771929824561403,0.008771929824561403
frontalpole-rh,0.0,0.0,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.3,0.25,0.35,0.0,0.1,0.0
rostralanteriorcingulate-lh,0.053763440860215055,0.06451612903225806,0.1827956989247312,0.0,0.0,0.4946236559139785,0.043010752688172046,0.16129032258064516
rostralanteriorcingulate-rh,0.0,0.0963855421686747,0.060240963855421686,0.024096385542168676,0.04819277108433735,0.012048192771084338,0.4939759036144578,0.26506024096385544
temporalpole-rh,0.0,0.013888888888888888,0.0,0.0,0.0,0.1111111111111111,0.3888888888888889,0.4861111111111111
