,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-rh,0.3737024221453287,0.1384083044982699,0.13494809688581316,0.0,0.1384083044982699,0.10034602076124567,0.08650519031141868,0.02768166089965398
lateralorbitofrontal-rh,0.15140845070422534,0.2605633802816901,0.15492957746478872,0.0,0.1443661971830986,0.10915492957746478,0.15140845070422534,0.028169014084507043
medialorbitofrontal-rh,0.17551020408163265,0.17959183673469387,0.20816326530612245,0.0,0.1673469387755102,0.12653061224489795,0.10612244897959183,0.036734693877551024
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.155,0.14,0.155,0.0,0.29,0.095,0.06,0.105
parstriangularis-rh,0.13807531380753138,0.15481171548117154,0.14644351464435146,0.0,0.11297071129707113,0.29707112970711297,0.13807531380753138,0.012552301255230125
rostralanteriorcingulate-rh,0.11578947368421053,0.17543859649122806,0.11929824561403508,0.0,0.07719298245614035,0.1368421052631579,0.37543859649122807,0.0
temporalpole-lh,0.0425531914893617,0.02127659574468085,0.031914893617021274,0.0,0.13829787234042554,0.0,0.010638297872340425,0.7553191489361702
