,caudalanteriorcingulate-rh,entorhinal-rh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-rh,0.5294117647058824,0.058823529411764705,0.09803921568627451,0.10457516339869281,0.0915032679738562,0.0457516339869281,0.0,0.0718954248366013
entorhinal-rh,0.10526315789473684,0.47953216374269003,0.16374269005847952,0.0,0.005847953216374269,0.07017543859649122,0.011695906432748537,0.16374269005847952
frontalpole-lh,0.085,0.115,0.585,0.04,0.02,0.135,0.015,0.005
frontalpole-rh,0.15126050420168066,0.0,0.058823529411764705,0.6386554621848739,0.04201680672268908,0.0,0.1092436974789916,0.0
parsorbitalis-rh,0.1092436974789916,0.0,0.05042016806722689,0.04201680672268908,0.680672268907563,0.04201680672268908,0.01680672268907563,0.058823529411764705
rostralanteriorcingulate-lh,0.041666666666666664,0.05,0.19166666666666668,0.0,0.025,0.49166666666666664,0.075,0.125
rostralanteriorcingulate-rh,0.0,0.05442176870748299,0.061224489795918366,0.10204081632653061,0.027210884353741496,0.034013605442176874,0.5714285714285714,0.14965986394557823
temporalpole-rh,0.1,0.17647058823529413,0.0,0.0,0.041176470588235294,0.047058823529411764,0.16470588235294117,0.47058823529411764
