,Fp1,FT9,P8,TP10,AFz,PO8,P6,TP8
Fp1,0.37349397590361444,0.0,0.3493975903614458,0.0,0.27710843373493976,0.0,0.0,0.0
FT9,0.0,0.15789473684210525,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.21052631578947367
P8,0.37037037037037035,0.0,0.345679012345679,0.0,0.2839506172839506,0.0,0.0,0.0
TP10,0.0,0.024,0.0,0.248,0.008,0.248,0.232,0.24
AFz,0.33783783783783783,0.0,0.33783783783783783,0.0,0.32432432432432434,0.0,0.0,0.0
PO8,0.0,0.024,0.0,0.248,0.008,0.248,0.232,0.24
P6,0.0,0.025,0.0,0.25,0.0,0.25,0.23333333333333334,0.24166666666666667
TP8,0.0,0.024,0.0,0.248,0.008,0.248,0.232,0.24
