,Fp1,FT9,P8,TP10,AFz,PO8,P6,TP8
Fp1,0.4025974025974026,0.0,0.0,0.03896103896103896,0.44155844155844154,0.0,0.1038961038961039,0.012987012987012988
FT9,0.0,0.8275862068965517,0.1724137931034483,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
TP10,0.25,0.0,0.0,0.16666666666666666,0.25,0.0,0.25,0.08333333333333333
AFz,0.3793103448275862,0.0,0.0,0.034482758620689655,0.4827586206896552,0.0,0.09195402298850575,0.011494252873563218
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.2962962962962963,0.0,0.0,0.1111111111111111,0.2962962962962963,0.0,0.25925925925925924,0.037037037037037035
TP8,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0
