,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,temporalpole-rh
entorhinal-lh,0.2215568862275449,0.15568862275449102,0.11976047904191617,0.0,0.0,0.2275449101796407,0.16766467065868262,0.10778443113772455
entorhinal-rh,0.09782608695652174,0.40217391304347827,0.03260869565217391,0.0,0.0,0.34057971014492755,0.10144927536231885,0.025362318840579712
frontalpole-lh,0.05157593123209169,0.02005730659025788,0.3638968481375358,0.03724928366762178,0.0,0.21203438395415472,0.09169054441260745,0.22349570200573066
frontalpole-rh,0.0,0.0,0.22727272727272727,0.6590909090909091,0.0,0.0,0.11363636363636363,0.0
insula-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.07597535934291581,0.18275154004106775,0.1601642710472279,0.0,0.0,0.3737166324435318,0.059548254620123205,0.14784394250513347
rostralanteriorcingulate-lh,0.14646464646464646,0.13636363636363635,0.17676767676767677,0.030303030303030304,0.0,0.15151515151515152,0.31313131313131315,0.045454545454545456
temporalpole-rh,0.0599250936329588,0.018726591760299626,0.27715355805243447,0.0,0.0,0.2546816479400749,0.026217228464419477,0.36329588014981273
