,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.567,0.153,0.052,0.175,0.053,0.0,0.0,0.0
frontalpole-rh,0.1073279052553664,0.3930421909696521,0.13619541080680977,0.2783123612139156,0.007401924500370096,0.028127313101406367,0.030347890451517395,0.01924500370096225
medialorbitofrontal-lh,0.04185623293903549,0.1583257506824386,0.40764331210191085,0.19381255686988172,0.0,0.19836214740673339,0.0,0.0
medialorbitofrontal-rh,0.13002364066193853,0.2923561859732072,0.1773049645390071,0.3664302600472813,0.003940110323089046,0.029944838455476755,0.0,0.0
parahippocampal-rh,0.07493857493857493,0.0171990171990172,0.0,0.0085995085995086,0.6953316953316954,0.014742014742014743,0.09705159705159705,0.09213759213759214
temporalpole-lh,0.0,0.039950062421972535,0.2546816479400749,0.03745318352059925,0.017478152309612985,0.6504369538077404,0.0,0.0
temporalpole-rh,0.0,0.05073280721533258,0.0,0.0,0.08793686583990981,0.0,0.6234498308906427,0.237880496054115
transversetemporal-rh,0.0,0.03107658157602664,0.0,0.0,0.08657047724750278,0.0,0.2241953385127636,0.658157602663707
