,bankssts-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.23319502074688797,0.0954356846473029,0.12116182572614108,0.13775933609958507,0.0912863070539419,0.11203319502074689,0.09211618257261411,0.11701244813278008
frontalpole-lh,0.06960845245494096,0.17277812305779988,0.1528899937849596,0.13735239279055314,0.15351149782473586,0.1497824735860783,0.10130515848353014,0.06277190801740211
frontalpole-rh,0.07773459189339256,0.13825652415324818,0.16324264297612437,0.14658523042754026,0.14158800666296503,0.14991671293725709,0.11660188784008883,0.06607440310938367
lateralorbitofrontal-rh,0.08970831040176115,0.12328013208585581,0.1491469455145845,0.16345624656026417,0.12383048981838195,0.14639515685195378,0.12052834342322509,0.08365437534397359
medialorbitofrontal-lh,0.06700701978302488,0.15507338864071474,0.15698787492022973,0.13784301212507977,0.17740906190172304,0.14231014677728143,0.11805998723675813,0.04530950861518826
medialorbitofrontal-rh,0.07511210762331838,0.1367713004484305,0.1547085201793722,0.148542600896861,0.13004484304932734,0.16143497757847533,0.11715246636771301,0.07623318385650224
rostralanteriorcingulate-lh,0.0759493670886076,0.11673699015471167,0.14838255977496484,0.1518987341772152,0.13361462728551335,0.1469760900140647,0.15611814345991562,0.07032348804500703
rostralanteriorcingulate-rh,0.1245674740484429,0.09342560553633218,0.11072664359861592,0.13927335640138408,0.06920415224913495,0.1254325259515571,0.09429065743944637,0.2430795847750865
