,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-rh,isthmuscingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.38235294117647056,0.2184873949579832,0.0,0.0,0.0,0.226890756302521,0.1722689075630252,0.0
frontalpole-rh,0.24651162790697675,0.26744186046511625,0.0,0.0,0.0,0.26976744186046514,0.21627906976744185,0.0
fusiform-lh,0.0,0.0,0.547945205479452,0.0,0.4520547945205479,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.256198347107438,0.0,0.743801652892562,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.2217741935483871,0.2318548387096774,0.0,0.0,0.0,0.3588709677419355,0.1875,0.0
rostralanteriorcingulate-rh,0.22281167108753316,0.2519893899204244,0.0,0.0,0.0,0.2519893899204244,0.27320954907161804,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
