,Fp1,TP9,P3,FT10,Fp2,AF7,F6,AF8
Fp1,0.588957055214724,0.0,0.0,0.0,0.36809815950920244,0.04294478527607362,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.35365853658536583,0.0,0.0,0.0,0.6463414634146342,0.0,0.0,0.0
AF7,0.046632124352331605,0.0,0.0,0.0,0.0,0.6839378238341969,0.2694300518134715,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.271356783919598,0.7286432160804021,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
