,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.18433179723502305,0.1382488479262673,0.06912442396313365,0.08755760368663594,0.12442396313364056,0.14746543778801843,0.10599078341013825,0.14285714285714285
inferiorparietal-rh,0.08012820512820513,0.18269230769230768,0.038461538461538464,0.14423076923076922,0.08012820512820513,0.14102564102564102,0.15705128205128205,0.1762820512820513
postcentral-lh,0.15730337078651685,0.12359550561797752,0.29213483146067415,0.0,0.11235955056179775,0.14606741573033707,0.056179775280898875,0.11235955056179775
postcentral-rh,0.06224066390041494,0.1825726141078838,0.0,0.18672199170124482,0.058091286307053944,0.13278008298755187,0.1825726141078838,0.1950207468879668
rostralmiddlefrontal-lh,0.11711711711711711,0.12612612612612611,0.04954954954954955,0.07207207207207207,0.30180180180180183,0.12612612612612611,0.09009009009009009,0.11711711711711711
superiorparietal-lh,0.09602649006622517,0.1490066225165563,0.04304635761589404,0.11258278145695365,0.08940397350993377,0.23509933774834438,0.12251655629139073,0.152317880794702
superiorparietal-rh,0.07116104868913857,0.1797752808988764,0.018726591760299626,0.1647940074906367,0.06741573033707865,0.1348314606741573,0.1760299625468165,0.18726591760299627
supramarginal-rh,0.08201892744479496,0.17981072555205047,0.031545741324921134,0.14826498422712933,0.07886435331230283,0.138801261829653,0.15772870662460567,0.1829652996845426
