,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.017264633590074185,0.015219400017084248,0.015869539706660142,0.017056684809053212,0.017218423219599516,0.015001888866121315,0.01679137026392026,0.017220016243294858,0.01635236540275603,0.01712998503788853,0.01726304056637884,0.016925222304258247,0.016385827355898053,0.017160260943639864,0.0171451229907642,0.0171451229907642,0.016777028822892268,0.0,0.01721921973144719,0.016631224877069303,0.017161057455487537,0.016585811018442302,0.01640973116686801,0.016864670492755578,0.01712998503788853,0.016438414048923995,0.016777028822892268,0.016424869119743675,0.01726304056637884,0.016734004499808282,0.016337227449880365,0.017189740337543523,0.017086164202956874,0.016674249200153285,0.01720408177857152,0.015869539706660142,0.016998522533093564,0.016777028822892268,0.01726304056637884,0.015304652151404544,0.015189124111332915,0.016307748055976703,0.01655553511269097,0.01683519109885192,0.016570673065566636,0.016781011382130628,0.016747549428988606,0.016718070035084943,0.015937264352561754,0.01645594153734268,0.01726304056637884,0.01683519109885192,0.017130781549736202,0.016469486466523003,0.017115643596860533,0.015119009929888287,0.016540397159815305,0.015988253794122463,0.016777028822892268,0.0173068614013105,0.017086960714804547
Fz,0.016430854168850192,0.017921758313770624,0.017504132166931065,0.016572974254556408,0.01653235640189932,0.017797064050028982,0.016587474573563424,0.01626549965385788,0.01679633004557679,0.016161071917851197,0.016427928665892638,0.016535281904856876,0.016346735359172054,0.016468546518549725,0.016468546518549725,0.0165178560828923,0.01664259274522753,0.0,0.016236499015843845,0.016712211235898652,0.016306117506514967,0.016691902309570107,0.016805021757262284,0.016651284456913024,0.01630030889919344,0.016691902309570107,0.016657093064234546,0.016805021757262284,0.016250999334850864,0.016474355125871247,0.016712211235898652,0.016468546518549725,0.015958025053159356,0.01667740199056309,0.016201689770508284,0.01691233259763294,0.01655847393554939,0.016622283818898985,0.016398928027878602,0.017240116124660004,0.017669401884736202,0.016570091150192437,0.016741211873912688,0.016686093702248585,0.016720902947584146,0.015952258844431418,0.01664259274522753,0.01667740199056309,0.017779638228064408,0.01626842515681544,0.016398928027878602,0.016567165647234882,0.01664259274522753,0.016697710916891633,0.01654397361654237,0.017579516866330122,0.016691902309570107,0.017309777013924714,0.016720902947584146,0.016335118144529003,0.016494664052199792
F3,0.016530558199093562,0.016839073717747864,0.017522460473208233,0.016650494067481817,0.016648015253857913,0.016733819981205152,0.01666517619932736,0.016427592526276874,0.016856234663217312,0.0163320632943319,0.01653532507644349,0.016608926485569088,0.016327296416981968,0.016601490044697374,0.016601490044697374,0.01663333312201237,0.01674602329942679,0.0,0.016383546130740244,0.016809709454056777,0.016432550153524683,0.01679254850858733,0.01686843798143895,0.016741065672178986,0.016444753471746322,0.016760705431272335,0.016760705431272335,0.016853755849593408,0.01641291039443133,0.016574604594630192,0.01679502732221123,0.01658680791285183,0.016143483644065853,0.01679254850858733,0.016366385185270796,0.01686843798143895,0.01666765501295126,0.016728862353957343,0.01653780389006739,0.016302699030640813,0.01666517619932736,0.016670133826575166,0.016807230640432873,0.016790069694963425,0.016790069694963425,0.016109352503024834,0.01674602329942679,0.016777866376741786,0.017289834427405552,0.016405664703457497,0.01653780389006739,0.016648015253857913,0.01674602329942679,0.01679502732221123,0.01666765501295126,0.01666765501295126,0.016760705431272335,0.017306995372875,0.016821912772278416,0.016491278680906857,0.016621129803790727
F7,0.01702148237650386,0.015345928640879958,0.01593608066666269,0.01729927477201431,0.017092501578926327,0.015128471352331961,0.01712193585219412,0.01687357772995146,0.016404095918093643,0.016857760672997414,0.017313625268541494,0.017167920462629393,0.01650968235527793,0.0169905815428092,0.017004932039336382,0.017063067305658534,0.01679889212646183,0.0,0.016917362499746437,0.016712055867085317,0.016903012003219257,0.016666804536863478,0.016505282673997333,0.017092501578926327,0.016916629219533002,0.016637370263595685,0.01681324262298901,0.01652036645073795,0.016931712996273614,0.01674149014035311,0.01644714740767518,0.017063800585871966,0.016711322586871885,0.016711322586871885,0.016887928226478645,0.01608325203300165,0.016931712996273614,0.016740023579926246,0.017004932039336382,0.01566677252597195,0.01530067731065812,0.01646369774484266,0.01665098747990943,0.016871377889311163,0.016754374076453422,0.016508949075064498,0.016769457853194038,0.016769457853194038,0.016211673221532837,0.016316526378503695,0.017004932039336382,0.017106852075453507,0.017034366312604174,0.0165067492344242,0.017020015816076994,0.015539817897867628,0.0167981588462484,0.016040933823633544,0.016842676896256806,0.017004932039336382,0.01694753005322766
FT9,0.017222743619778734,0.015259968673106614,0.01589782024100391,0.0170577332363486,0.01727690631529804,0.015073313639709825,0.016834606195367887,0.01708926279139343,0.01635242542167912,0.017086297319869978,0.01720450761598677,0.01689667681494974,0.016428778083021657,0.01720450761598677,0.017189237083718265,0.017189237083718265,0.016791760070085815,0.0,0.017160673000196882,0.016660256222716153,0.017088274300885616,0.016614444625910628,0.016452399714003953,0.016907993385186976,0.017087285810377797,0.01643811767224326,0.016820324153607194,0.016467670246272458,0.01717495504195757,0.016720349861282367,0.016408565098214062,0.017234060190015967,0.016969075514261005,0.016688820306237535,0.017131120426167684,0.0159121022827646,0.0170281806623194,0.016806042111846504,0.017234060190015967,0.015316108349641557,0.015229427608569598,0.016235203616070146,0.016598185603134304,0.016878440811157774,0.016613456135402813,0.016679480717015933,0.01676220749605662,0.01673265492202742,0.015907159830225517,0.01639823701848464,0.01719022557422608,0.016892722852918464,0.017160673000196882,0.016455365185527406,0.017116838384406995,0.015131430297260402,0.016568633029105106,0.015930338286556565,0.016848888237128577,0.017234060190015967,0.017059710217364236
FC5,0.016403607873762563,0.01797455352863324,0.01760216155229448,0.016563059244607704,0.016507219478262267,0.018210363720103706,0.01658357829888759,0.01623608857472625,0.01681030422906659,0.016165447150595137,0.016351134972214375,0.01647424929789367,0.01637400455819122,0.016412692135054023,0.016427493792839695,0.01649241782047659,0.0166542197230187,0.0,0.016206485259154906,0.016710059489364135,0.016277126683286014,0.016689540435084256,0.016789785174786707,0.016577860902393375,0.016306729998857357,0.01666902138080437,0.01666902138080437,0.016789785174786707,0.016221286916940574,0.016533455929036357,0.016724861147149807,0.016427493792839695,0.015959240274696015,0.01667473877729858,0.016171164547089348,0.016923000094857754,0.016533455929036357,0.01658357829888759,0.016356852368708583,0.017240886503447753,0.017727308544174356,0.01650957000995923,0.01675446446272115,0.016698624696375716,0.01668382303859004,0.015917185833035963,0.0166542197230187,0.016689540435084256,0.01789482784321067,0.01623843910642321,0.016371654026494258,0.016577860902393375,0.016639418065233023,0.016710059489364135,0.01651865427125069,0.017673819309525877,0.01666902138080437,0.017313878459275824,0.016704342092869924,0.016306729998857357,0.016468531901399464
FC1,0.016822710965276426,0.015423568325645736,0.0160233278619671,0.01717695272121951,0.016935444916448182,0.015205675956837392,0.017487081339986665,0.016686361578141684,0.016495650203224542,0.01674206022445974,0.01729503330653387,0.017208143690717662,0.016543773316007423,0.016892668437807904,0.016921186090234755,0.016921186090234755,0.01687840961159448,0.0,0.01674339688299539,0.01679151999577827,0.016760329026280118,0.01674473354153104,0.01656694433429167,0.017174279404148205,0.016847218642096325,0.01670062040435511,0.016906927264021328,0.01658253981904075,0.01677191453542224,0.016763002343351416,0.016522831197115742,0.016892668437807904,0.016534416706257868,0.016804442163456043,0.01672780139824631,0.01614274510581711,0.01687840961159448,0.016729138056781966,0.016847218642096325,0.01573102362734159,0.015346927560436003,0.016511245687973616,0.01674206022445974,0.016965299227410684,0.016832959815882897,0.01642168275508611,0.016848555300631975,0.016848555300631975,0.016522831197115742,0.016242556889311092,0.016847218642096325,0.017218392541324137,0.016967972544481985,0.016599471962325477,0.01692252274877041,0.015711862584664293,0.016891331779272253,0.016131159596674986,0.016936781574983833,0.01683162315734725,0.0168356331329542
C3,0.017256869235499912,0.015137486733548923,0.015821976632064978,0.0169723040293676,0.01720852244409652,0.0148771029731493,0.016675656150399933,0.017462322973886852,0.01630759602280338,0.0172392871204385,0.017400793621202892,0.016871226992841944,0.016283430677132678,0.0172392871204385,0.017223904782267506,0.017194239994370742,0.0167053209382967,0.0,0.017374428498641764,0.016587761675154845,0.01724148689732892,0.016541614660641878,0.016393290721158044,0.01682178031299334,0.017179957544644964,0.016379008271432266,0.016719603388022475,0.016408673059329033,0.017432658185990085,0.016618526351496823,0.01630649613435817,0.01720962233254173,0.017359046160470775,0.016630609024332176,0.017388710948367542,0.015851641419961746,0.01695802157964182,0.01677893296381601,0.017372228721751343,0.015164951744555264,0.015136386845103711,0.016382307936767905,0.01649656753457412,0.0167778330753708,0.016540514772196663,0.016994285698209863,0.016675656150399933,0.016645991362503165,0.015845042089290468,0.016576778890764705,0.017372228721751343,0.016733885837748253,0.01709096318095466,0.016410872836219458,0.01704701594333212,0.01500894468601693,0.016452620296951576,0.01594283556054247,0.016733885837748253,0.017417275847819096,0.017121727857296643
T7,0.016705096653214124,0.01587369012226992,0.016522429064559044,0.01680837615893086,0.016792156637543326,0.015681641108224644,0.016822886156319064,0.01659326952750071,0.016931294234033806,0.016501080971173504,0.016683748559828585,0.016766555690765596,0.01646438907500624,0.01673240712399119,0.016746917121379393,0.016792156637543326,0.01690056471525807,0.0,0.01654973953533611,0.01694751375542134,0.016596688575499383,0.016931294234033806,0.016960314228810208,0.0168826356698712,0.016609489048888246,0.01691507471264627,0.01691507471264627,0.016976533750197743,0.01657875953011251,0.016748626645378725,0.016857034723093467,0.01673240712399119,0.016318413382518424,0.016931294234033806,0.016533520013948574,0.016522429064559044,0.016824595680318397,0.016869835196482337,0.01668545808382792,0.015857470600882384,0.01581052156071911,0.016488280497784637,0.016960314228810208,0.016944094707422672,0.016929584710034473,0.01628172148635116,0.01690056471525807,0.016931294234033806,0.016394382417458095,0.01647718954839511,0.01669996808121612,0.01680666663493153,0.016886054717869872,0.01694751375542134,0.016824595680318397,0.015772120140552515,0.01691507471264627,0.016587307150109185,0.01694580423142201,0.016654728565052186,0.016779356164154463
TP9,0.017235933708075964,0.015054858393673045,0.015747145690028243,0.01699309808068463,0.01722967756685475,0.014838734753370286,0.016766026193244743,0.017324260006563435,0.016250268106966073,0.01734953134524511,0.01736529508519656,0.016860608632953425,0.016318015172687775,0.017261205046757645,0.017259641011452338,0.01722967756685475,0.016737626783952454,0.0,0.01738105882514801,0.016590937631575108,0.017278532822014393,0.016543646411720764,0.01635123007479438,0.01685435249173221,0.017275404751403788,0.016365429779440527,0.016766026193244743,0.01636699381474583,0.017409458234440296,0.016638228851429453,0.016292867220904506,0.017231241602160052,0.017261205046757645,0.016633536745513537,0.01739525852979415,0.015807072579223425,0.01697733434073318,0.016797553673147635,0.01739525852979415,0.015154256326196047,0.01508325780296533,0.016340158440758847,0.01652631863646401,0.016810189342488475,0.01654208237641546,0.016940991368015967,0.01670766333935486,0.016677699894757272,0.015824523741378584,0.016551466588247285,0.01739525852979415,0.01683858875178076,0.017067224674525955,0.01635435814540499,0.0170814243791721,0.014971224201101488,0.016510554896512566,0.015868563503723912,0.016766026193244743,0.017439421679037885,0.017114515894380296
