,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,rostralanteriorcingulate-lh
lateralorbitofrontal-rh,0.23863636363636365,0.09090909090909091,0.18181818181818182,0.1590909090909091,0.0,0.1590909090909091,0.022727272727272728,0.14772727272727273
medialorbitofrontal-lh,0.10975609756097561,0.2804878048780488,0.08536585365853659,0.10975609756097561,0.0975609756097561,0.08536585365853659,0.06097560975609756,0.17073170731707318
medialorbitofrontal-rh,0.13043478260869565,0.05434782608695652,0.21739130434782608,0.2391304347826087,0.03260869565217391,0.08695652173913043,0.06521739130434782,0.17391304347826086
parsopercularis-rh,0.1,0.05,0.19,0.25,0.07,0.06,0.11,0.17
parsorbitalis-lh,0.0,0.05333333333333334,0.04,0.12,0.38666666666666666,0.0,0.30666666666666664,0.09333333333333334
parsorbitalis-rh,0.23076923076923078,0.11538461538461539,0.15384615384615385,0.1282051282051282,0.0,0.23076923076923078,0.0,0.14102564102564102
parstriangularis-lh,0.0,0.013333333333333334,0.08,0.14666666666666667,0.22666666666666666,0.0,0.41333333333333333,0.12
rostralanteriorcingulate-lh,0.1,0.09090909090909091,0.15454545454545454,0.2,0.08181818181818182,0.07272727272727272,0.1,0.2
