,Fz,O2,F4,Fp2,AF7,FC3,F6,AF4
Fz,0.4550408719346049,0.20708446866485014,0.0,0.0,0.0,0.0,0.0,0.33787465940054495
O2,0.23008849557522124,0.3834808259587021,0.0,0.0,0.0,0.0,0.0,0.3864306784660767
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.2903225806451613,0.2995391705069124,0.0,0.0,0.0,0.0,0.0,0.41013824884792627
