,Fz,O2,F4,Fp2,AF7,FC3,F6,AF4
Fz,0.4550408719346049,0.20708446866485014,0.0,0.0,0.0,0.0,0.0,0.33787465940054495
O2,0.17371937639198218,0.5233853006681515,0.0,0.0,0.0,0.0,0.011135857461024499,0.29175946547884185
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F6,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.9428571428571428,0.0
AF4,0.2903225806451613,0.2995391705069124,0.0,0.0,0.0,0.0,0.0,0.41013824884792627
